0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.027693,0.043102,0.0044048,0.0092286,0.087071,0.022334,0.010317,0.03713,0.039756,0,0.019109,0.026652,0.029588,0.22586,5.6668e-05
0.29885,0.32545,0.33183,0.29156,0.25007,0.27512,0.29852,0.21462,0.29016,0.3593,0.31004,0.28204,0.34573,0.2652,0.29813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.034168,0.02981,0.15016,0.13322,0.017463,0.050218,0.060732,0.013604,0.023945,0,0.16521,0.19724,0.07222,0.027411,0.2054
0.29885,0.32752,0.33183,0.28789,0.30602,0.30347,0.29852,0.28383,0.31656,0.3593,0.31004,0.28204,0.34573,0.29194,0.29813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.033397,0.025353,0.14968,0.13219,0.0092709,0.046445,0.059585,0.0094747,0.018035,0,0.15875,0.19427,0.070803,0.00020541,0.20539
0.25573,0.30017,0.28758,0.15607,0.22021,0.14863,0.26341,0.14514,0.26983,0.30566,0.20998,0.14808,0.34573,0.29029,0.2051
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0070104,0.031149,0.038153,0.065344,0.065745,0.011391,0.15793,0.0043066,0.1106,0.0031271,0,0.24984,0.0015165,0.12573,0.0046848
0.29839,0.28356,0.208,0.29903,0.30628,0.30474,0.29852,0.31767,0.19371,0.3593,0.31004,0.24011,0.34573,0.29194,0.27176
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16217,0.029015,0.026233,0.023038,0.033366,0.26075,0.017283,0.19886,0.025061,0.0152,0.25064,0.03261,0.0011714,0.042052,0.01833
0.29885,0.32752,0.27899,0.29903,0.30671,0.30474,0.29852,0.31767,0.31656,0.3593,0.29461,0.28204,0.34573,0.29194,0.29478
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16139,0.022364,0.021842,0.01577,0.027943,0.25978,0,0.19838,0.0013237,0.014852,0.25064,0.001848,0.0010759,0.027508,0.017809
0.11744,0.18665,0.12735,0.29415,0.2823,0.15902,0.29246,0.25452,0.19303,0.3593,0.2264,0.2816,0.28847,0.28885,0.15164
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.018384,0.011568,0.061658,0.054145,0.054628,0.014317,0.13805,0.18708,0.075222,0.049616,0.016143,0.26005,0,0.011461,0.12734
0.29885,0.22268,0.15617,0.28348,0.30621,0.3033,0.27089,0.31403,0.225,0.28088,0.2118,0.1842,0,0.27982,0.17012
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.064237,0.039844,0.011014,0.019135,0.050143,0.16245,0.017557,0.10732,0.025437,0.031495,0.024129,0.031471,0,0.025577,0.021079
0.29233,0.25317,0.25377,0.29708,0.30671,0.30474,0.29852,0.31767,0.30687,0.3593,0.26772,0.28204,0,0.29194,0.29813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.062192,0.037831,0.003699,0.013113,0.043809,0.1605,0.0037489,0.084779,0.0098312,0.024844,0.022334,0,0,0.024302,0.0069161
0.2259,0.11831,0.13216,0.24078,0.27333,0.18003,0.28356,0.30908,0.20515,0.1978,0.13205,0.27769,0,0.17945,0.1744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
